club_name,urls
Mineral Collectors of Utah,http://m-c-u.org/
Moab Rock Club,https://www.facebook.com/Moab-Rock-Club-1508131859497762/
Rockhounders Outreach for Community Knowledge,http://www.rockhoundersock.com/
Timpanogos Gem & Mineral Society,http://timprocks.weebly.com/
Tooele Gem & Mineral Society,https://www.facebook.com/Tooele-Gem-Mineral-Society-1742342656045404/
Wasatch Gem Society,http://www.wasatchgemsociety.com/
,
Burlington Gem and Mineral Club,http://www.burlingtongemandmineralclub.org/
Rutland Rock & Mineral Club,http://www.rutlandrockmineralclub.50webs.com/
,
"Gem and Mineral Hunters, Inc.",http://www.gmhonline.org/
Gem and Mineral Society of Lynchburg,http://www.lynchburgrockclub.org/
Gem and Mineral Society of the Virginia Peninsula,http://www.gmsvp.org/
"Northern Virginia Mineral Club, Inc.",http://www.novamineralclub.org/
Richmond Gem & Mineral Society,http://www.rgms-va.info/
Roanoke Valley Mineral & Gem Society,https://www.facebook.com/RVMGS/
Shenandoah Valley Gem & Mineral Society,http://www.shenandoahvalleyrockclub.org/
Tidewater Gem & Mineral Society,http://tgms.weebly.com/
,
"Bellevue Rock Club, Inc.",http://www.bellevuerockclub.org/
Cascade Mineralogical Society Inc,http://www.cascademineralogicalsociety.org/
Clallam County Gem & Mineral Association,http://www.olympicrocks.com/
Darrington Rock & Gem Club,https://www.facebook.com/DarringtonRGC/
East KingCo Rock Club,http://www.eastkingco.org/
Everett Rock & Gem Club,http://www.everettrockclub.com/
Ginkgo Mineral Society,http://wenatcheerockclub.org/
Kitsap Mineral and Gem Societ,http://www.kmgs.org/
"Lakeside Gem & Mineral Club, Inc.",http://www.lakesidegemandmineralclub.com/
Maplewood Rock & Gem Community Club,http://www.maplewoodrockclub.com/
Marcus Whitman Gem and Mineral Society,https://www.sites.google.com/site/mwgemandmineral/
"Marysville Rock & Gem Club, Inc.",https://sites.google.com/site/marysvillerockngemclub/
Mount Baker Rock And Gem Club,http://mtbakerrockclub.org/
North American Miners Association,http://www.namaminers.org/
North Puget Sound Facetors Guild,http://www.facetguild.com/
Northwest Paleontological Association,http://nwpaleo.org/
Panorama Gem & Mineral Club,http://panoramagem.com/
Puyallup Valley Gem & Mineral Club,https://www.facebook.com/PuyallupValleyGemClub
Skagit Rock and Gem Club,https://www.skagitrockandgem.com/
Spokane Rock Rollers Club,http://www.rockrollers.org/WP/
North Seattle Lapidary & Mineral Club,http://www.northseattlerockclub.org
Washington Agate and Mineral Society,https://wamsolympia.wordpress.com
West Seattle Rock Club,http://www.westseattlerockclub.org/
Yakima Rock & Mineral Club,http://www.yakimarockclub.com/
,
Kanawha Rock and Gem Club,http://www.kanawharockandgemclub.org/
Prehistoric West Virginia,http://prehistoricplanet.com/wv/
West Virginia Fossil Club Inc,http://www.westvirginiafossilclub.com/
,
"Badger Lapidary & Geological Society, Inc.",http://www.badgerrockclub.org/
Coulee Rock Club of La Crosse,https://www.facebook.com/pages/The-Coulee-Rock-Club/182345351787782
Heart of Wisconsin Gem & Mineral Society,https://www.heartofwisconsinrocks.com/
Kettle Moraine Geological Society,http://www.kmgsrocks.com/
Lakeland Gem Club,http://www.lakelandgemclub.com/
Madison Gem and Mineral Club,http://www.madisonrockclub.org/
Northwest Wisconsin Gem & Mineral Society,http://www.cameronamericanlegion.org/rockclub.html
Oshkosh Earth Science Club,https://sites.google.com/site/oshkoshearthscienceclub/home
"Racine Geological Society, Inc",http://rgs-wi.tripod.com/
Weis'n'Miners Geology Club,http://www.weismuseum.org/geology-club.html
Wisconsin Geological Society,http://www.wisgeologicalsociety.com/
,
Cody 59ers Rock Club,http://www.cody59ers.com/
Riverton Mineral and Gem Society,http://www.rivertonmgs.com/
Wyoming State Mineral and Gem Society,http://wymineralandgemsociety.org
